նաթա	n ɑ tʰ ɑ
զահմանադրություն	z ɑ h m ɑ n ɑ d ə ɾ u tʰ j u n
կրիցս	k ɛ ɾ i t͡sʰ ə s
բրտահանում	b ɾ t ɑ h ɑ n u m
ֆուր	fʰ u ɾ
ըմբաստանյալ	ə m b ɑ s t ɑ n j ɑ l
եաշվապահություն	j ɑ ʃ v ɑ p ɑ h u tʰ j u n
ըանակ	ə ɑ n ɑ k
ֆայրենյաց	f ɑ ɪ̯ ɾ ɛ n ɪ̯ ɑ t sʰ
ժվրոպայի	ʒ ɛ v ɾ ɔ p ɑ j i
ձոշտանգել	d ɔ ʃ t ɑ ŋ ɡ ɛ l
փատրաստել	p ɑ t ɾ ɑ s t ɛ l
շրշակունյաց	ʃ ɾ ʃ ɑ k u n j ɑ t͡sʰ
սսլամ	s s l ɑ m
ըենտրոնական	ə ɛ n t ɾ ɔ n ɑ k ɑ n
հոհարարական	h ɔ h ɑ ɾ ɑ ɾ ɑ k ɑ n
սամոն	s ɑ m ɔ n
բերում	b ɛ ɾ u m
ջայսր	d ɑ j s ə ɾ
ուսուցչուհպ	u s u t sʰ t ʃʰ u h p
ճիկ	t i k
օպերյ	ɔ p ɛ ɾ j
դեսանյութ	d ɛ s ɑ n j u tʰ
զացականչում	z ɑ t͡sʰ ɑ k ɑ n t͡ʃʰ u m
օփ	ɔ ʰ
քոտոն	k o t o n
ֆարիսխ	f ɑ ɾ i s χ
ներտել	n ɛ ɾ t ɛ l
ըեմ	əʰ ɛ m
հվետ	h v ɛ t
նանգի	n ɑ ŋ ɡ i
ժանքային	ʒ ɑ ŋ kʰ ɑ j i n
ժերսես	ʒ ɛ ɾ s ɛ s
ջրեշտակ	d ə ɾ ɛ ʃ t ɑ k
ֆերազանցություն	f ɛ ɾ ɑ z ɑ n t͡sʰ u tʰ j u n
քերսի	k ɛ r s i
վեկնել	v ɛ k n ɛ l
ժեֆորմ	ʒ ɛ f ɔ ɾ m
ֆրմենակ	f ɾ m ɛ n ɑ k
կգրեսիա	k ɡ ɾ ɛ s j ɑ
ըանը	ə ɑ n ə
չնդիկ	t ə n d i k
կյսինքն	k j s i ŋ kʰ ə n
ըթեր	ə ɛ tʰ ɛ ɾ
քերակրել	k ɛ ɾ ɑ k ə ɾ ɛ l
սասնակից	s ɑ s n ɑ k i t͡sʰ
սայտառակություն	s ɑ j t ɑ r ɑ k u tʰ j u n
շերցնել	ʃ ɛ ɾ t sʰ n ɛ l
փող	p ɔ ʁ
վուդ	v u d
սավիթ	s ɑ v i tʰ
զեղինակություն	z ɛ ʁ i n ɑ k u tʰ j u n
ժսպաներեն	ʒ s p ɑ n ɛ ɾ ɛ n
նիմնադրվել	n i m n ɑ d ə ɾ v ɛ l
իեռագիր	i͡z ɛ r ɑ ɡ i ɾ
ժիսապաշտպան	ʒ i s ɑ p ɑ ʃ t p ɑ n
քողարկել	kʰ ɔ ʁ ɑ ɾ k ɛ l
ժսկապես	ʒ s k ɑ p ɛ s
կելոք	k ɛ l o kʰ
տսել	t s ɛ l
խժվար	χ ə ʒ v ɑ ɾ
տնցկացնել	t n t͡sʰ k ɑ t͡sʰ n ɛ l
ջջիջ	d ə d͡ʒ i d͡ʒ
թերել	t ɛ ɾ ɛ l
ջրեւում	d ɛ ɾ ɛ v u m
ծրախտիք	t ɛ ɾ ɑ χ t i kʰ
հոտակա	h ɔ t ɑ k ɑ
հագնվել	h a kʰ n ə v ɛ l
ժղթա	ʒ ə χ tʰ ɑ
լույժ	l u j ʒ
ժազմերանգ	ʒ ɑ z m ɛ ɾ ɑ ŋ ɡ
մնդգծել	m n d ɡ ə t͡s ɛ l
ֆողովրդավարություն	f ɔ ʁ ɔ v ə ɾ tʰ ɑ v ɑ ɾ u tʰ j u n
շտադրություն	ʃ ə t ɑ d ɾ u tʰ j u n
բիզիկոս	b i z i k ɔ s
սրեւում	s ɛ ɾ ɛ v u m
թզդեցություն	t z d ɛ t͡sʰ u tʰ j u n
զիմ	z͡ʒ i m
բրո	b ə ɾ ɔ
յամուլի	j ɑ m u l i
խերսում	χ ɛ ɾ s u m
ջեղարկել	d͡ʃʰ ɛ ʁ ɑ ɾ k ɛ l
դե	dʰ ɛ
աասախոսություն	ɑ ɑ s ɑ χ ɔ s u tʰ j u n
զուռնալիստ	z u r n ɑ l i s t
շսլամ	ʃ s l ɑ m
ջարտոֆիլ	d ɑ ɾ t ɔ f i l
գիջանցք	ɡ i t͡ʃʰ ɑ n t͡sʰ kʰ
ժռկա	ʒ r k ɑ
ֆաջողություն	f ɑ d͡ʒ o ʁ u t͡sʰ j u n
թաջալերել	tʰ ɑ d͡ʒ ɑ l ɛ ɾ ɛ l
խեռու	χ ɛ r u
յամբարձումյան	j ɑ m b ɑ ɾ t͡sʰ u m j ɑ n
լեղեկանալ	l ɛ ʁ ɛ k ɑ n ɑ l
տասեցնել	t ɑ s ɛ t͡sʰ n ɛ l
սերոս	s ɛ ɾ ɔ s
վեղտոտ	v ɛ χ t ɔ t
չերկել	t ɛ ɾ k ɛ l
ճերություն	t ɛ ɾ u t͡sʰ j u n
դյսուհետեւ	d j s u h ɛ t ɛ v
ըամուլ	ə ɑ m u l
ձիասեռական	d i j ɑ s ɛ r ɑ k ɑ n
ռփ	r pʰ
ցրյուն	t ɾ j u n
չհազանգում	t h ɑ z ɑ ŋ ɡ u m
ժսած	ʒ s ɑ t͡s
րեյսբուք	ɾ ɛ j s b u kʰ
ֆրբեմնի	f ɛ ɾ pʰ ɛ m n i
ըատերական	əʰ ɑ t ɛ ɾ ɑ k ɑ n
զեզոք	z͡ʃʰ ɛ z ɔ kʰ
ըաշտից	ə ɑ ʃ t i t͡sʰ
ձանել	d ɑ n ɛ l
կապի	k ɑ p i
յնասվել	j ə n ɑ s v ɛ l
ժասնել	ʒ ɑ s n ɛ l
թպաստել	t ə p ɑ s t ɛ l
կերքեւ	k ɛ ɾ kʰ ɛ v
ճվետ	t v ɛ t
ղնդունված	ʁ n tʰ u n v ɑ t͡s
մարելի	m ɑ ɾ ɛ l i
լերոսաբար	l ɛ ɾ ɔ s ɑ b ɑ ɾ
թտամնային	t t ɑ m n ɑ j i n
երայիկ	j ɾ ɑ j i k
նեռն	n ɛ r n
ճարյուր	t ɑ ɾ j u ɾ
չապել	t ɑ p ɛ l
ըտոր	ə ə t ɔ ɾ
հարաշահել	h͡ʃʰ ɑ ɾ ɑ ʃ ɑ h ɛ l
փականուն	p ɑ k ɑ n u n
ձարանում	d ɑ ɾ ɑ n u m
ծրացի	t ə ɾ ɑ t͡sʰ i
քանգույց	k ɑ n ɡ u j t sʰ
շույնականացման	ʃ u j n ɑ k ɑ n ɑ t͡sʰ m ɑ n
տեմոկրատ	t ɛ m ɔ k ɾ ɑ t
նրավեր	n ə ɾ ɑ v ɛ ɾ
էոր	ɛ͡z ɔ ɾ
թարոտ	t ɑ ɾ ɔ t
յեղուկ	j ɛ ʁ u k
կնկում	k n k u m
ծադրային	t ɑ d ɾ ɑ j i n
ձերջացնել	d ɛ ɾ t͡ʃʰ ɑ t͡sʰ n ɛ l
խրջանակում	χ ə ɾ d͡ʒ ɑ n ɑ k u m
նաստատուն	n ɑ s t ɑ t u n
լոպիտ	l ɔ p i t
աետադարձ	ɑ ɛ t ɑ d ɑ ɾ t͡sʰ
ուժգիլ	u ʒ ɡ i l
ըարդանյան	ə ɑ ɾ tʰ ɑ n j ɑ n
արարատ	ɑ ɾ ɑ ɾ ɑ t
չեյտենանտ	t ɛ j t ɛ n ɑ n t
ճհաբեկել	t h ɑ b ɛ k ɛ l
վերանի	v ɛ ɾ ɑ n i
քակատ	k͡ʃ ɑ k ɑ t
ֆիացում	f i j ɑ t͡sʰ u m
րորհրդանշական	ɾ ɔ ɾ ə ɾ tʰ ɑ n ə ʃ ɑ k ɑ n
գորեն	ɡ͡sʰ ɔ ɾ ɛ n
օդորակիմ	ɔ tʰ ɔ ɾ ɑ k i t͡ʃm
վլակ	v ɛ l ɑ k
ճարսանյաց	t ɑ ɾ s ɑ n j ɑ t͡sʰ
թնարավորություն	t ə n ɑ ɾ ɑ v ɔ ɾ u tʰ j u n
լմբաստանյալ	l m b ɑ s t ɑ n j ɑ l
սնհատականություն	s n h ɑ t ɑ k ɑ n u tʰ j u n
ձարզունակ	d ɑ ɾ z u n ɑ k
ցտորգետնյա	t t ɔ ɾ ɡ ɛ t n j ɑ
կաբաթվա	k ɑ pʰ ɑ tʰ v ɑ
ցործարան	t ɔ ɾ t͡s ɑ ɾ ɑ n
ջախորդ	d ɑ χ ɔ ɾ tʰ
ղսլամ	ʁ s l ɑ m
ծոլանդիա	t ɔ l ɑ n d j ɑ
քախանձել	k ɑ χ ɑ n d͡z ɛ l
էամակ	ɛ ɑ m ɑ k
ուղղակշ	u ʁː ɑ k ʃ
վռավելագույն	v r ɑ v ɛ l ɑ ɡ u j n
բոն	b ɔ n
մաշնային	m ɑ ʃ n ɑ j i n
դիուլի	d i u l i
յրեկո	j ɛ ɾ ɛ k ɔ
օդանաչ	ɔ tʰ ɑ n ɑ ʰ
յպառազինությունների	j p ɑ r ɑ z i n u tʰ j u nː ɛ ɾ i
սնական	s ə n ɑ k ɑ n
իիջեւ	i i t͡ʃʰ ɛ v
չեկնել	t ɛ k n ɛ l
էիտք	ɛ i t kʰ
ճղբայրական	t ɛ χ p ɑ j ɾ ɑ k ɑ n
հստվածաբանական	h s t v ɑ t͡s ɑ b ɑ n ɑ k ɑ n
ռահիճ	r ɑ h i t͡ʃ
քռավելություն	k r ɑ v ɛ l u tʰ j u n
ղռանդուն	ʁ ɛ r ɑ n d u n
հոչում	h o t͡ʃʰ u m
ղնդդեմ	ʁ n dː ɛ m
դրկնություն	d ə ɾ k n u tʰ j u n
մուռ	m u r
կփ	k pʰ
ջռավելություն	d r ɑ v ɛ l u tʰ j u n
ձոշի	dʰ o ʃ i
ղհկ	ʁ ə h ə k ə
տրճարան	t ə ɾ t͡ʃ ɑ ɾ ɑ n
չանոթություն	t͡s ɑ n ɔ tʰ u tʰ j u n
դորավարժություն	d ɔ ɾ ɑ v ɑ ɾ ʒ u tʰ j u n
փերդաշնակություն	p ɛ ɾ d ɑ ʃ n ɑ k u tʰ j u n
եաղաքացի	jʰ ɑ ʁ ɑ kʰ ɑ t͡sʰ i
ռազարեթ	r ɑ z ɑ ɾ ɛ tʰ
մսել	mʰ ə s ɛ l
հարեհ	h ɑ ɾ ɛ h
քղել	k ə ʁ ɛ l
ռործադուլ	r ɔ ɾ t͡s ɑ d u l
էուցկի	ɛ u t͡sʰ k i
աոտայք	ɑ ɔ t ɑ j kʰ
ռաոսային	rʰ ɑ o s ɑ j i n
սմռանը	s z ə m r ɑ n ə
ցրավ	t ə ɾ ɑ v
փամալիր	p ɑ m ɑ l i ɾ
գունտ	ɡ u n t
իրջանակ	i ə ɾ d͡ʒ ɑ n ɑ k
ղարգացում	ʁ ɑ ɾ ɡ ɑ t͡sʰ u m
թրշավ	t ɾ ʃ ɑ v
ռիհ	r i h ə
եոտ	j ɔ t
ֆմաստուն	f m ɑ s t u n
թեռած	t ɛ r ɑ t͡s
իուր	i͡ʒ u ɾ
ծամբյուղ	t ɑ m b j u ʁ
ջենարար	d ɛ n ɑ ɾ ɑ ɾ
ենել	j͡s ə n ɛ l
քեղչ	k ɛ χ t͡ʃʰ
ժիտքը	ʒ i t kʰ ə
հոնավանալ	h ɔ n ɑ v ɑ n ɑ l
ծատուցող	t ɑ t u t͡sʰ ɔ ʁ
ռույք	r u j kʰ
էրդում	ɛ ɛ ɾ tʰ u m
պիշերային	p i ʃ ɛ ɾ ɑ j i n
գառնել	ɡ ɑ r n ɛ l
իանգուն	i ɑ ŋ ɡ u n
ցորշ	t ɔ ɾ ʃ
էախսում	ɛ͡s ɑ χ s u m
ղման	ʁ ə m a n
սերմաստիճան	s͡ʒ ɛ ɾ m ɑ s t i t͡ʃ ɑ n
ցոյանալ	t ɔ j ɑ n ɑ l
նապկ	n ɑ p k
չոխվարչապետ	tʰ ɔ χ v ɑ ɾ t͡ʃʰ ɑ p ɛ t
կրջանառություն	k ə ɾ d͡ʒ ɑ n ɑ r u tʰ j u n
տային	t ɑ j i n
ռեղարդ	r ɛ ʁ ɑ ɾ tʰ
ձրմին	d ɾ m i n
ջե	d ɛ
բլտերնատիվ	b l t ɛ ɾ n ɑ t i v
գկեղեցական	ɡ ɛ k ɛ ʁ ɛ t sʰ a k a n
ջերակուր	d ɛ ɾ ɑ k u ɾ
ճթնշաղ	t ə tʰ ə n ʃ ɑ ʁ
ըուրկ	ə u ɾ k
մրատարակում	m ə ɾ ɑ t ɑ ɾ ɑ k u m
ուսապարշ	u s ɑ p ɑ ɾ ʃ
ցղբայրական	t ɛ χ p ɑ j ɾ ɑ k ɑ n
ձախանձել	d ɑ χ ɑ n d͡z ɛ l
էիարժեք	ɛ j ɑ ɾ ʒ ɛ kʰ
գեմիրճյան	ɡ ɛ m i ɾ t͡ʃ j ɑ n
խրղզստան	χ ə ɾ ʁ ə z s t ɑ n
նայտարարել	n ɑ j t ɑ ɾ ɑ ɾ ɛ l
պյուրեր	p ɪ̯ u ɾ ɛ ɾ
զնորոշել	z ə n ɔ ɾ ɔ ʃ ɛ l
բիվանագիտություն	b i v ɑ n ɑ ɡ i t u tʰ j u n
հգական	h kʰ ɑ k ɑ n
ճանրություն	t s ɑ n ɾ u tʰ j u n
մրցավազք	m ə ɾ t͡sʰ ɑ v ɑ z kʰ
ապահովել	ɑ p ɑ h ɔ v ɛ l
նղթայական	n ə χ tʰ ɑ j ɑ k ɑ n
ըաղաթուղթ	ə ɑ ʁ ɑ tʰ u χ tʰ
ղիասթափված	ʁ i j ɑ s tʰ ɑ pʰ v ɑ t͡s
հիրում	h i ɾ u m
ծոկոլադ	t ɔ k ɔ l ɑ d
յրիտանացի	j ɾ i t ɑ n ɑ t͡sʰ i
շրթուղային	ʃ ɛ ɾ tʰ u ʁ ɑ j i n
չլխավոր	t ə l χ ɑ v ɔ ɾ
գոչընդոտ	ɡ ɔ t͡ʃʰ ə n d ɔ t
ռվրոպա	r ɛ v ɾ ɔ p ɑ
րնել	ɾ ə n ɛ l
տնած	tʰ ə n ɑ t͡s
չշել	tʰ ə ʃ ɛ l
կարզապես	k ɑ ɾ z ɑ p ɛ s
րողովրդավարական	ɾ ɔ ʁ ɔ v ə ɾ tʰ ɑ v ɑ ɾ ɑ k ɑ n
ցուռ	t͡s u r
տքիլլես	t kʰ i lː ɛ s
թուշանիկ	t u ʃ ɑ n i k
ջատահար	d ɑ t ɑ h ɑ ɾ
տարզապես	t ɑ ɾ z ɑ p ɛ s
ըուսին	ə u s i n
ճտնել	t ə t n ɛ l
նղոտ	n ʁ ɔ t
ճանգնել	t ɑ ŋ ɡ n ɛ l
զնտանելի	z n t ɑ n ɛ l i
ձնցյալ	d n t͡sʰ j ɑ l
վասական	v ɑ s ɑ k ɑ n
ըամադա	əʰ ɑ m ɑ d ɑ
էգիպտոս	ɛ ɛ ɡ i p t ɔ s
պիր	p͡ʃʰ i ɾ
րսատրյան	ɾ s ɑ t ə ɾ j ɑ n
ձյուրերից	d ɪ̯ u ɾ ɛ ɾ i t sʰ
ձացահայտ	d ɑ t͡sʰ ɑ h ɑ j t
սանասիրաբար	s͡ʒ ɑ n ɑ s i ɾ ɑ b ɑ ɾ
րամացույց	ɾ ɑ m ɑ t͡sʰ u j t͡sʰ
ռրբեք	r ɛ ɾ pʰ ɛ kʰ
իինամթերք	i i n ɑ m ə tʰ ɛ ɾ kʰ
բտածել	b ə t ɑ t͡s ɛ l
շրաք	ʃ ɾ ɑ kʰ
տաշտից	t ɑ ʃ t i t͡sʰ
պպերախտ	p p ɛ ɾ ɑ χ t
փալիս	p ɑ l i s
րոր	ɾ͡z ɔ ɾ
չոֆիա	t ɔ f i ɑ
ող	v ɔ ʁ
ըտմ	ə ɛ t ə m ə
տրախտագիտություն	t ɛ ɾ ɑ χ t ɑ ɡ i t u tʰ j u n
վոլորվել	v ɔ l ɔ ɾ v ɛ l
քու	k͡z u
էասամբ	ɛ ɑ s ɑ m pʰ
նուկա	n u k ɑ
իարբերություն	i ɑ ɾ b ɛ ɾ u tʰ j u n
շասնմեկ	ʃ ɑ s n ə m ɛ k
մանդիսացող	m ɑ n d i s ɑ t͡sʰ ɔ ʁ
մորոված	m ɔ ɾ ɔ v ɑ t͡s
ըմուր	ə m u ɾ
բերունդ	b ɛ ɾ u n d
ժզատագրել	ʒ z ɑ t ɑ ɡ ɾ ɛ l
սնձ	s n d͡z
մրամանատար	m ə ɾ ɑ m ɑ n ɑ t ɑ ɾ
խծել	χ t͡s ɛ l
խափնեկիր	χ ɑ pʰ n ɛ k i ɾ
զրեկոյան	z ɛ ɾ ɛ k o j ɑ n
հաջիկ	h ɑ d͡ʒ i k
ձիտեմ	d i t ɛ m
պռակ	p r ɑ k
դրսեն	d ɾ s ɛ n
կջ	k t͡ʃʰ
թայերեն	t ɑ j ɛ ɾ ɛ n
տինավուրց	t i n ɑ v u ɾ t͡sʰ
հինվոր	h i n v ɔ ɾ
քկրոպոլիս	k k ɾ ɔ p ɔ l i s
թարգմանել	tʰ ɑ ɾ kʰ m ɑ n ɛ l
ծեղր	t ɛ ʁ ə ɾ
ֆզոխ	f z o χ
զպարատ	z p ɑ ɾ ɑ t
ջգիպտացորեն	d ɛ ɡ i p t ɑ t͡sʰ ɔ ɾ ɛ n
բոդա	b ɔ d ɑ
սեսք	s ɛ s kʰ
դամա	d ɑ m ɑ
դնդլայնել	d n d l ɑ j n ɛ l
խերի	χ ɛ ɾ i
դերմություն	d ʒ ɛ ɾ m u t sʰ j u n
ժնթադրելի	ʒ ɛ n tʰ ɑ d ɾ ɛ l i
ճգտել	t͡z ə kʰ t ɛ l
ղամիչ	ʁ͡ʃʰ ɑ m i t͡ʃʰ
քատրաստակամ	k ɑ t ɾ ɑ s t ɑ k ɑ m
ջեծանուն	d ɛ t͡s ɑ n u n
թուր	t u ɾ
գոխ	ɡʰ o χ
տավարար	t ɑ v ɑ ɾ ɑ ɾ
չաճար	t ɑ t͡ʃ ɑ ɾ
դեպ	d ɛ p
լսուք	lʰ ə s u kʰ
ջայանե	d ɑ j ɑ n ɛ
շնդունված	ʃ n tʰ u n v ɑ t͡s
ջառացի	d ɑ r ɑ t͡sʰ i
ճքսպերտ	t kʰ s p ɛ ɾ t
ըկնոց	ə k n ɔ t͡sʰ
լեղադրանք	l ɛ ʁ ɑ d ə ɾ ɑ ŋ kʰ
արատար	ɑ͡ʒ ə ɾ ɑ t ɑ ɾ
խիվա	χ i v ɑ
նեսնել	n ɛ s n ɛ l
նաշվեկշիռ	n ɑ ʃ v ɛ k ə ʃ i r
նառասեր	nʰ ɑ r ɑ s ɛ ɾ
ծերքեւ	t ɛ ɾ kʰ ɛ v
հնհետ	h n h ɛ t
եղու	j ʁ u
տռնփակ	t ə r ə n pʰ ɑ k
ճարտիրոս	t ɑ ɾ t i ɾ ɔ s
դկան	d k ɑ n
ղարանում	ʁ ɑ ɾ ɑ n u m
նանել	n͡sʰ ɑ n ɛ l
ցային	t ɑ j i n
րվան	ɾ v ɑ n
թրեթե	t ə ɾ ɛ tʰ ɛ
չումա	t u m ɑ
ջողմնակի	d o ʁ m n ɑ k i
ըելի	ə ɛ l i
փասկանալ	p ɑ s k ɑ n ɑ l
րանձնակատար	ɾ ɑ n d͡z n ɑ k ɑ t ɑ ɾ
սռանդուն	s ɛ r ɑ n d u n
ենդամ	j n tʰ ɑ m
ջարյուր	d ɑ ɾ j u ɾ
րար	ɾ ɑ ɾ
տրաշխիք	t ɛ ɾ ɑ ʃ χ i kʰ
զտածել	z ə t ɑ t͡s ɛ l
իառավարում	i ɑ r ɑ v ɑ ɾ u m
մաղորդում	m ɑ ʁ ɔ ɾ tʰ u m
ցափահարում	t͡s ɑ pʰ ɑ h ɑ ɾ u m
օծանելիմ	o t s ɑ n ɛ l i km
ժյնուհետեւ	ʒ j n u h ɛ t ɛ v
իվարտվել	i v ɑ ɾ t v ɛ l
ոստիկանապեր	v ɔ s t i k ɑ n ɑ p ɛ ɾ
էովանի	ɛ o v ɑ n i
որոնուփ	v ɔ ɾ ɔ n u ʰ
դլենար	d l ɛ n a ɾ
ֆեքստ	f ɛ kʰ s t
աուն	ɑ u n
ֆլհամ	f l h ɑ m
զրամատուրգիական	z ɾ ɑ m ɑ t u ɾ ɡ j ɑ k ɑ n
յարեւոր	j ɑ ɾ ɛ v ɔ ɾ
տարիք	t ʃʰ ɑ ɾ i kʰ
փնֆիաջյան	p n f i j ɑ d͡ʒ j ɑ n
սրարել	s ɾ ɑ ɾ ɛ l
կիմնականում	k i m n ɑ k ɑ n u m
ժարկավագ	ʒ ɑ ɾ k ɑ v ɑ ɡ
նաբաթվա	n ɑ pʰ ɑ tʰ v ɑ
երտնել	jʰ ə ɾ t n ɛ l
ղալար	ʁ ɑ l ɑ ɾ
ծրմենակ	t ɾ m ɛ n ɑ k
ֆին	f i n
ծրտես	t ə ɾ t ɛ s
ղուրեր	ʁ u ɾ ɛ ɾ
շմիրություններ	ʃ m i ɾ u tʰ j u nː ɛ ɾ
ցռաջադիմել	t r ɑ t͡ʃʰ ɑ d i m ɛ l
յղել	j ə ʁ ɛ l
ֆունիս	f u n i s
քստրախան	k s t ɾ ɑ χ ɑ n
աագուստ	ɑ ɑ kʰ u s t
բարկեշտ	b ɑ ɾ k ɛ ʃ t
փորձել	pʰ ɔ ɾ t͡sʰ ɛ l
բաթողիկոս	b ɑ tʰ ɔ ʁ i k ɔ s
խնթրիք	χ n tʰ ɾ i kʰ
հոխ	hʰ o χ
նայտարարվել	n ɑ j t ɑ ɾ ɑ ɾ v ɛ l
ջուբլի	d u b l i
պմռանը	p z ə m r ɑ n ə
րիջերկրական	ɾ i t͡ʃʰ ɛ ɾ k ɾ ɑ k ɑ n
զլավերդի	z l ɑ v ɛ ɾ d i
թժվար	t ə ʒ v ɑ ɾ
ղթան	ʁ ə tʰ ɑ n
աթոռ	ɑ tʰ ɔ r
էանե	ɛ ɑ n ɛ
լնթացակարգ	l n tʰ ɑ t͡sʰ ɑ k ɑ ɾ kʰ
զախմատ	z ɑ χ m ɑ t
ռայտիկ	rʰ ɑ j t i k
ակեղեցական	ɑ ɛ k ɛ ʁ ɛ t sʰ a k a n
եողոքել	j o ʁ o kʰ ɛ l
սարող	s ɑ ɾ ɔ ʁ
զստված	z s t v ɑ t͡s
շառ	ʃʰ ɑ r
աենք	ɑ ɛ ŋ kʰ
քաղտնաբառ	k ɑ χ t n ɑ b ɑ r
պեմ	p ɛ m
ջնուն	d n u n
խիթայուղ	χ͡z i tʰ ɑ j u ʁ
բաղորդում	b ɑ ʁ ɔ ɾ tʰ u m
չախաձեռնություն	t ɑ χ ɑ d͡z ɛ r n u tʰ j u n
էանվել	ɛ ɑ n v ɛ l
իոհվել	i ɔ h v ɛ l
յուսիկ	j u s i k
էրկնագույն	ɛ ɛ ɾ k n ɑ ɡ u j n
ցլի	t l i
ոզ	v ɔ kz
ցննարկվել	tʰ ə nː ɑ ɾ k v ɛ l
գկեղեցի	ɡ ɛ k ɛ ʁ ɛ t͡sʰ i
շմիս	ʃ m i s
ղիթայուղ	ʁ͡z i tʰ ɑ j u ʁ
տոդուլ	t ɔ d u l
հուռ	h u r
ժիթեռ	ʒʰ i tʰ ɛ r
ըուդ	ə u d
ճենզին	t ɛ n z i n
աորանարդ	ɑ ɔ ɾ ɑ n ɑ ɾ tʰ
թիզիկոս	t i z i k ɔ s
դրդյունք	d ɾ tʰ j u ŋ kʰ
ցերջի	t ɛ ɾ t͡ʃʰ i
հտեփանակերտ	h t ɛ pʰ ɑ n ɑ k ɛ ɾ t
ըուսերեն	ə u s ɛ ɾ ɛ n
շղած	ʃ ɛ ʁ ɑ t s
ճետին	t ɛ t i n
րնում	ɾ ə n u m
ըտեղնաշար	ə t ɛ ʁ n ɑ ʃ ɑ ɾ
գշխան	ɡ ʃ χ ɑ n
էարածել	ɛ ɑ ɾ ɑ t s ɛ l
գանվոր	ɡ ɑ n v o ɾ
վնել	v ə n ɛ l
ծրետանի	t ə ɾ ɛ t ɑ n i
րադարեցվել	ɾ ɑ tʰ ɑ ɾ ɛ t͡sʰ v ɛ l
դուշ	d u ʃ
փանաչ	p ɑ n ɑ t͡ʃʰ
ըիսաստղ	ə i s ɑ s t ə ʁ
էալվե	ɛ ɑ l v ɛ
ուղարկեի	u ʁ ɑ ɾ k ɛ i
ռարդիկ	r ɑ ɾ tʰ i k
իրթ	i ɛ ɾ tʰ
օրգանիզա	ɔ ɾ ɡ ɑ n i z ɑ
ռլհամ	r l h ɑ m
մաժանում	m ɑ ʒ ɑ n u m
կռաջադիմություն	k r ɑ t͡ʃʰ ɑ d i m u tʰ j u n
վոշտանգել	v ɔ ʃ t ɑ ŋ ɡ ɛ l
տրթին	t ə ɾ tʰ i n
ցուշտ	t u ʃ t
խփել	χ ə pʰ ɛ l
ժանձնակատար	ʒ ɑ n d͡z n ɑ k ɑ t ɑ ɾ
շարմացնել	ʃʰ ɑ ɾ m ɑ t͡sʰ n ɛ l
յմն	j m ə n ə
ղխրություն	ʁ ə χ ɾ u t͡sʰ j u n
փաղթանակ	p ɑ χ tʰ ɑ n ɑ k
ժպրոց	ʒ ə p ɾ ɔ t͡sʰ
նազ	n͡ʒ ɑ z
էկնկալել	ɛ k ə ŋ k ɑ l ɛ l
ժաշտերը	ʒ ɑ ʃ t ɛ ɾ ə
ըացիոնալ	ə ɑ t͡sʰ i ɔ n ɑ l
քեթում	k ɛ tʰ u m
քանց	k͡sʰ ɑ n t͡sʰ
վնհամբեր	v n h ɑ m pʰ ɛ ɾ
ռաշտերն	r ɑ ʃ t ɛ ɾ n
փիլ	p i l
մնթ	m ə n ə tʰ ə
շյժմ	ʃ j ʒ ə m
թյուջետային	t j u d͡ʒ ɛ t ɑ j i n
ֆուրդ	fʰ u ɾ d
օբամր	ɔ b ɑ m ɾ
դուփ	d u pʰ
տեյտինգ	t ɛ j t i ŋ ɡ
խողովուրդ	χ ɔ ʁ ɔ v u ɾ tʰ
ձբաջյան	d b ɑ d ʒ j ɑ n
րագոն	ɾ ɑ ɡ o n
ճաղրել	t͡s ɑ ʁ ɾ ɛ l
արոնզ	ɑ ə ɾ ɔ n z
չանրություն	t s ɑ n ɾ u tʰ j u n
իրակ	i ə ɾ ɑ k
ձյուջետային	d j u d͡ʒ ɛ t ɑ j i n
մեսպանատուն	m ɛ s p ɑ n ɑ t u n
կերքուստ	k ɛ ɾ kʰ u s t
շիավորված	ʃ i j ɑ v ɔ ɾ v ɑ t͡s
բմել	b ə m ɛ l
թյնուհետեւ	t j n u h ɛ t ɛ v
թիվանագիտություն	t i v ɑ n ɑ ɡ i t u tʰ j u n
շով	ʃ ɔ v
թուրբ	t u ɾ pʰ
ջվարկել	dʰ ə v ɑ ɾ k ɛ l
սլեմենտար	s l ɛ m ɛ n t ɑ ɾ
մովորություն	m ɔ v ɔ ɾ u tʰ j u n
մնաճ	m ə n ɑ t͡ʃ
ձվելացնել	d v ɛ l ɑ t͡sʰ n ɛ l
որ	v ɔ kɾ
բալբանդյան	b ɑ l b ɑ n d j ɑ n
լկրտիչ	l ə k ə ɾ t i t͡ʃʰ
ջանթեոն	d ɑ n tʰ ɛ o n
ռիմնադրամ	r i m n ɑ d ɾ ɑ m
ցմբիշ	t m b i ʃ
յնտերնետ	j n t ɛ ɾ n ɛ t
գրթին	ɡ ə ɾ tʰ i n
կփ	ɡ ʰ
գործադուլ	ɡ ɔ ɾ t͡s ɑ d u l
ֆանրագիտարան	f ɑ n ɾ ɑ ɡ i t ɑ ɾ ɑ n
մեեւ	mʰ ɛ j ɛ v
